Number,Legs,Wings,Gender,Length,Height,Weight,Environment,Classification
6345,4,0,Male,987,67,5551.875,water,Serpent
6346,4,0,Male,597,75,3358.125,water,Serpent
6347,4,6,Male,481,283,2705.625,cave,Dragon
6348,2,2,Male,395,219,2221.875,volcanoes,Wyvern
6349,4,6,Female,505,278,2840.625,volcanoes,Dragon
6350,0,0,Male,1103,64,6204.375,cave,Wyrm
6351,0,0,Female,1220,47,6862.5,swamp,Wyrm
6352,4,2,Male,630,97,3543.75,air,Flying Serpent
6353,4,2,Female,231,160,1299.375,cave,Drake
6354,4,0,Male,745,79,4190.625,water,Serpent
6355,4,0,Male,629,66,3538.125,air,Serpent
6356,0,0,Female,994,42,5591.25,swamp,Wyrm
6357,4,2,Male,178,117,1001.25,volcanoes,Drake
6358,4,6,Male,532,206,2992.5,mountain,Dragon
6359,0,0,Female,1188,49,6682.5,cave,Wyrm
6360,2,4,Female,494,186,2778.75,volcanoes,Wyvern
6361,2,2,Male,357,141,2008.125,volcanoes,Wyvern
6362,2,4,Male,401,131,2255.625,volcanoes,Wyvern
6363,0,0,Male,988,47,5557.5,cave,Wyrm
6364,0,0,Female,1217,44,6845.625,cave,Wyrm
6365,4,0,Male,750,66,4218.75,air,Serpent
6366,4,2,Female,810,67,4556.25,air,Flying Serpent
6367,2,2,Male,289,220,1625.625,volcanoes,Wyvern
6368,2,2,Male,200,117,1125.0,mountain,Drake
6369,2,2,Male,187,115,1051.875,desert,Drake
6370,4,2,Female,1035,77,5821.875,air,Flying Serpent
6371,4,4,Female,675,357,3796.875,volcanoes,Dragon
6372,4,2,Male,640,90,3600.0,air,Flying Serpent
6373,4,2,Male,605,443,3403.125,volcanoes,Dragon
6374,4,2,Male,629,89,3538.125,air,Flying Serpent
6375,4,0,Female,908,59,5107.5,water,Serpent
6376,4,2,Female,242,132,1361.25,cave,Drake
6377,2,2,Male,224,101,1260.0,desert,Drake
6378,4,2,Male,707,83,3976.875,air,Flying Serpent
6379,4,6,Male,555,433,3121.875,cave,Dragon
6380,4,2,Male,202,140,1136.25,mountain,Drake
6381,4,6,Female,730,613,4106.25,cave,Dragon
6382,4,2,Female,896,68,5040.0,air,Flying Serpent
6383,4,2,Male,190,99,1068.75,volcanoes,Drake
6384,4,2,Female,748,376,4207.5,volcanoes,Dragon
6385,4,6,Female,571,445,3211.875,cave,Dragon
6386,4,0,Male,727,67,4089.375,air,Serpent
6387,2,2,Male,180,132,1012.5,volcanoes,Drake
6388,2,4,Female,550,189,3093.75,volcanoes,Wyvern
6389,2,2,Female,230,130,1293.75,woods,Drake
6390,4,2,Female,558,528,3138.75,cave,Dragon
6391,2,2,Female,227,113,1276.875,air,Drake
6392,2,4,Female,514,205,2891.25,volcanoes,Wyvern
6393,4,4,Female,685,508,3853.125,volcanoes,Dragon
6394,0,0,Male,1131,62,6361.875,swamp,Wyrm
6395,4,2,Male,824,88,4635.0,air,Flying Serpent
6396,4,0,Female,708,59,3982.5,air,Serpent
6397,4,2,Male,220,143,1237.5,cave,Drake
6398,4,6,Female,664,518,3735.0,cave,Dragon
6399,0,0,Male,850,61,4781.25,swamp,Wyrm
6400,4,0,Male,1023,77,5754.375,water,Serpent
6401,2,2,Male,175,105,984.375,volcanoes,Drake
6402,2,2,Female,269,260,1513.125,volcanoes,Wyvern
6403,2,2,Male,420,149,2362.5,volcanoes,Wyvern
6404,4,0,Male,668,76,3757.5,air,Serpent
6405,4,2,Female,857,76,4820.625,air,Flying Serpent
6406,2,4,Male,241,180,1355.625,volcanoes,Wyvern
6407,4,0,Female,999,72,5619.375,water,Serpent
6408,4,4,Female,743,483,4179.375,mountain,Dragon
6409,4,2,Male,744,96,4185.0,air,Flying Serpent
6410,2,2,Male,180,118,1012.5,mountain,Drake
6411,2,2,Female,215,150,1209.375,cave,Drake
6412,4,2,Male,665,86,3740.625,air,Flying Serpent
6413,4,0,Female,892,51,5017.5,air,Serpent
6414,4,2,Female,259,172,1456.875,woods,Drake
6415,4,0,Male,621,74,3493.125,air,Serpent
6416,4,4,Male,452,303,2542.5,volcanoes,Dragon
6417,2,2,Female,255,114,1434.375,volcanoes,Drake
6418,4,6,Male,420,341,2362.5,mountain,Dragon
6419,4,2,Male,529,403,2975.625,mountain,Dragon
6420,4,4,Male,613,495,3448.125,mountain,Dragon
6421,2,4,Female,458,156,2576.25,volcanoes,Wyvern
6422,4,2,Female,879,75,4944.375,air,Flying Serpent
6423,4,0,Female,1099,63,6181.875,air,Serpent
6424,0,0,Male,1054,48,5928.75,swamp,Wyrm
6425,2,2,Female,241,117,1355.625,cave,Drake
6426,0,0,Female,1372,49,7717.5,cave,Wyrm
6427,4,2,Male,923,79,5191.875,air,Flying Serpent
6428,2,2,Female,465,238,2615.625,volcanoes,Wyvern
6429,2,2,Female,262,148,1473.75,air,Drake
6430,2,2,Female,414,219,2328.75,volcanoes,Wyvern
6431,4,4,Male,596,489,3352.5,mountain,Dragon
6432,0,0,Female,1088,36,6120.0,cave,Wyrm
6433,2,2,Male,212,138,1192.5,mountain,Drake
6434,4,2,Male,502,336,2823.75,mountain,Dragon
6435,2,2,Male,212,107,1192.5,desert,Drake
6436,4,0,Male,774,76,4353.75,water,Serpent
6437,4,2,Male,627,91,3526.875,air,Flying Serpent
6438,4,2,Female,681,66,3830.625,air,Flying Serpent
6439,4,2,Male,205,148,1153.125,air,Drake
6440,2,2,Male,221,121,1243.125,cave,Drake
6441,4,2,Male,210,144,1181.25,air,Drake
6442,0,0,Male,862,60,4848.75,swamp,Wyrm
6443,0,0,Male,905,47,5090.625,swamp,Wyrm
6444,2,2,Female,234,153,1316.25,volcanoes,Drake
6445,4,2,Female,999,84,5619.375,air,Flying Serpent
6446,4,4,Male,582,592,3273.75,cave,Dragon
6447,4,2,Female,645,496,3628.125,mountain,Dragon
6448,4,0,Male,875,70,4921.875,air,Serpent
6449,4,2,Female,734,80,4128.75,air,Flying Serpent
6450,4,0,Female,1025,64,5765.625,water,Serpent
6451,4,0,Female,862,62,4848.75,air,Serpent
6452,4,0,Female,978,58,5501.25,air,Serpent
6453,2,2,Male,196,111,1102.5,mountain,Drake
6454,4,4,Female,602,382,3386.25,volcanoes,Dragon
6455,4,2,Male,920,77,5175.0,air,Flying Serpent
6456,2,2,Female,493,288,2773.125,volcanoes,Wyvern
6457,4,2,Male,451,392,2536.875,cave,Dragon
6458,2,4,Female,581,199,3268.125,volcanoes,Wyvern
6459,4,0,Female,986,57,5546.25,water,Serpent
6460,4,0,Male,763,68,4291.875,water,Serpent
6461,2,4,Male,330,192,1856.25,volcanoes,Wyvern
6462,4,6,Male,467,547,2626.875,mountain,Dragon
6463,4,2,Female,623,322,3504.375,mountain,Dragon
6464,2,2,Female,312,226,1755.0,volcanoes,Wyvern
6465,4,6,Female,764,367,4297.5,volcanoes,Dragon
6466,0,0,Male,885,56,4978.125,swamp,Wyrm
6467,0,0,Female,1295,40,7284.375,swamp,Wyrm
6468,4,4,Male,472,334,2655.0,mountain,Dragon
6469,4,2,Male,907,84,5101.875,air,Flying Serpent
6470,2,2,Female,247,143,1389.375,air,Drake
6471,4,4,Male,479,524,2694.375,volcanoes,Dragon
6472,4,4,Male,429,221,2413.125,volcanoes,Dragon
6473,2,4,Female,520,278,2925.0,volcanoes,Wyvern
6474,4,6,Male,461,511,2593.125,volcanoes,Dragon
6475,2,2,Male,196,105,1102.5,woods,Drake
6476,2,2,Female,376,247,2115.0,volcanoes,Wyvern
6477,4,2,Female,258,162,1451.25,woods,Drake
6478,2,2,Male,414,179,2328.75,volcanoes,Wyvern
6479,4,2,Male,767,92,4314.375,air,Flying Serpent
6480,4,2,Male,530,507,2981.25,volcanoes,Dragon
6481,4,0,Female,839,57,4719.375,water,Serpent
6482,4,0,Male,977,69,5495.625,water,Serpent
6483,2,4,Male,304,167,1710.0,volcanoes,Wyvern
6484,2,2,Male,176,114,990.0,air,Drake
6485,4,0,Female,946,72,5321.25,air,Serpent
6486,2,2,Male,196,109,1102.5,volcanoes,Drake
6487,4,0,Male,756,77,4252.5,air,Serpent
6488,4,6,Male,520,201,2925.0,cave,Dragon
6489,4,0,Female,826,51,4646.25,water,Serpent
6490,0,0,Male,849,47,4775.625,cave,Wyrm
6491,4,4,Male,553,498,3110.625,cave,Dragon
6492,4,2,Male,486,352,2733.75,volcanoes,Dragon
6493,4,0,Male,1028,79,5782.5,air,Serpent
6494,4,6,Female,574,491,3228.75,mountain,Dragon
6495,2,2,Female,252,173,1417.5,desert,Drake
6496,0,0,Female,1016,36,5715.0,cave,Wyrm
6497,0,0,Female,1345,41,7565.625,cave,Wyrm
6498,2,2,Female,231,117,1299.375,mountain,Drake
6499,2,2,Female,452,245,2542.5,volcanoes,Wyvern
6500,4,2,Female,983,78,5529.375,air,Flying Serpent
6501,4,2,Female,1087,66,6114.375,air,Flying Serpent
6502,2,2,Male,384,212,2160.0,volcanoes,Wyvern
6503,2,2,Female,255,155,1434.375,air,Drake
6504,4,0,Male,1020,67,5737.5,water,Serpent
6505,2,4,Male,203,184,1141.875,volcanoes,Wyvern
6506,2,2,Female,255,149,1434.375,woods,Drake
6507,0,0,Male,1215,49,6834.375,cave,Wyrm
6508,4,0,Female,1100,59,6187.5,air,Serpent
6509,4,2,Male,862,91,4848.75,air,Flying Serpent
6510,2,2,Male,182,124,1023.75,mountain,Drake
6511,4,2,Female,851,67,4786.875,air,Flying Serpent
6512,4,0,Female,758,60,4263.75,air,Serpent
6513,4,2,Female,245,142,1378.125,air,Drake
6514,2,4,Female,509,275,2863.125,volcanoes,Wyvern
6515,2,2,Female,529,191,2975.625,volcanoes,Wyvern
6516,2,4,Male,345,223,1940.625,volcanoes,Wyvern
6517,2,2,Female,463,259,2604.375,volcanoes,Wyvern
6518,4,2,Female,236,113,1327.5,desert,Drake
6519,2,2,Female,354,246,1991.25,volcanoes,Wyvern
6520,4,2,Female,742,65,4173.75,air,Flying Serpent
6521,2,2,Female,469,267,2638.125,volcanoes,Wyvern
6522,4,2,Female,225,132,1265.625,cave,Drake
6523,2,4,Female,428,198,2407.5,volcanoes,Wyvern
6524,4,0,Male,806,69,4533.75,air,Serpent
6525,4,6,Male,528,284,2970.0,cave,Dragon
6526,2,2,Male,398,218,2238.75,volcanoes,Wyvern
6527,4,2,Male,202,143,1136.25,volcanoes,Drake
6528,4,2,Male,224,130,1260.0,air,Drake
6529,2,2,Female,500,298,2812.5,volcanoes,Wyvern
6530,4,2,Male,769,99,4325.625,air,Flying Serpent
6531,0,0,Male,910,52,5118.75,swamp,Wyrm
6532,4,2,Female,1063,82,5979.375,air,Flying Serpent
6533,4,4,Female,523,476,2941.875,volcanoes,Dragon
6534,2,2,Female,465,214,2615.625,volcanoes,Wyvern
6535,4,2,Female,506,556,2846.25,volcanoes,Dragon
6536,4,0,Male,894,65,5028.75,air,Serpent
6537,4,2,Male,395,583,2221.875,volcanoes,Dragon
6538,4,2,Male,204,148,1147.5,volcanoes,Drake
6539,4,2,Male,669,81,3763.125,air,Flying Serpent
6540,0,0,Male,1128,60,6345.0,cave,Wyrm
6541,4,6,Female,709,333,3988.125,mountain,Dragon
6542,4,6,Male,485,309,2728.125,volcanoes,Dragon
6543,4,2,Female,986,69,5546.25,air,Flying Serpent
6544,4,2,Male,702,87,3948.75,air,Flying Serpent
6545,4,4,Male,510,543,2868.75,cave,Dragon
6546,0,0,Female,1222,46,6873.75,cave,Wyrm
6547,4,0,Female,1007,65,5664.375,air,Serpent
6548,4,2,Male,221,117,1243.125,air,Drake
6549,4,6,Female,662,593,3723.75,mountain,Dragon
6550,4,2,Male,680,83,3825.0,air,Flying Serpent
6551,2,4,Male,220,212,1237.5,volcanoes,Wyvern
6552,4,0,Female,720,58,4050.0,air,Serpent
6553,4,0,Female,1007,61,5664.375,air,Serpent
6554,2,2,Female,238,120,1338.75,woods,Drake
6555,2,2,Male,187,120,1051.875,desert,Drake
6556,2,2,Female,245,145,1378.125,volcanoes,Drake
6557,4,2,Female,724,82,4072.5,air,Flying Serpent
6558,2,4,Male,387,206,2176.875,volcanoes,Wyvern
6559,4,0,Female,951,72,5349.375,air,Serpent
6560,4,6,Female,720,496,4050.0,cave,Dragon
6561,4,2,Female,250,154,1406.25,woods,Drake
6562,0,0,Male,1123,47,6316.875,swamp,Wyrm
6563,4,2,Male,728,91,4095.0,air,Flying Serpent
6564,4,0,Male,878,79,4938.75,air,Serpent
6565,4,0,Female,838,68,4713.75,water,Serpent
6566,2,4,Male,376,218,2115.0,volcanoes,Wyvern
6567,4,6,Female,690,425,3881.25,volcanoes,Dragon
6568,0,0,Male,1171,63,6586.875,cave,Wyrm
6569,4,6,Female,532,303,2992.5,mountain,Dragon
6570,4,4,Male,444,559,2497.5,volcanoes,Dragon
6571,2,2,Female,236,150,1327.5,woods,Drake
6572,2,2,Male,293,171,1648.125,volcanoes,Wyvern
6573,4,4,Male,485,381,2728.125,volcanoes,Dragon
6574,4,2,Male,183,131,1029.375,woods,Drake
6575,2,4,Male,268,127,1507.5,volcanoes,Wyvern
6576,2,4,Female,277,156,1558.125,volcanoes,Wyvern
6577,4,0,Female,840,73,4725.0,water,Serpent
6578,4,2,Male,781,84,4393.125,air,Flying Serpent
6579,4,2,Female,690,77,3881.25,air,Flying Serpent
6580,4,0,Female,955,63,5371.875,air,Serpent
6581,4,0,Male,640,74,3600.0,water,Serpent
6582,4,2,Male,783,94,4404.375,air,Flying Serpent
6583,0,0,Male,850,61,4781.25,cave,Wyrm
6584,0,0,Female,1007,44,5664.375,swamp,Wyrm
6585,4,2,Female,847,65,4764.375,air,Flying Serpent
6586,4,2,Male,849,98,4775.625,air,Flying Serpent
6587,4,6,Male,530,528,2981.25,cave,Dragon
6588,2,4,Male,336,156,1890.0,volcanoes,Wyvern
6589,4,4,Female,810,359,4556.25,volcanoes,Dragon
6590,4,2,Male,620,93,3487.5,air,Flying Serpent
6591,2,4,Male,384,196,2160.0,volcanoes,Wyvern
6592,4,0,Female,722,57,4061.25,water,Serpent
6593,2,2,Female,243,117,1366.875,cave,Drake
6594,2,4,Male,394,176,2216.25,volcanoes,Wyvern
6595,0,0,Female,1034,38,5816.25,swamp,Wyrm
6596,4,2,Female,237,150,1333.125,woods,Drake
6597,4,6,Female,528,295,2970.0,volcanoes,Dragon
6598,4,4,Female,582,456,3273.75,volcanoes,Dragon
6599,2,4,Female,463,166,2604.375,volcanoes,Wyvern
6600,2,2,Female,218,139,1226.25,mountain,Drake
6601,0,0,Male,869,52,4888.125,cave,Wyrm
6602,4,4,Female,513,478,2885.625,volcanoes,Dragon
6603,4,2,Male,855,81,4809.375,air,Flying Serpent
6604,0,0,Male,885,45,4978.125,cave,Wyrm
6605,4,2,Female,254,159,1428.75,woods,Drake
6606,0,0,Male,843,64,4741.875,swamp,Wyrm
6607,0,0,Male,993,45,5585.625,swamp,Wyrm
6608,2,2,Male,182,111,1023.75,mountain,Drake
6609,4,2,Male,707,80,3976.875,air,Flying Serpent
6610,4,2,Male,586,93,3296.25,air,Flying Serpent
6611,4,4,Female,606,303,3408.75,mountain,Dragon
6612,4,2,Male,721,82,4055.625,air,Flying Serpent
6613,4,6,Male,568,240,3195.0,volcanoes,Dragon
6614,4,2,Female,229,113,1288.125,mountain,Drake
6615,4,2,Female,695,70,3909.375,air,Flying Serpent
6616,4,2,Female,1040,76,5850.0,air,Flying Serpent
6617,2,2,Female,254,111,1428.75,mountain,Drake
6618,4,2,Male,648,81,3645.0,air,Flying Serpent
6619,4,0,Male,912,69,5130.0,air,Serpent
6620,0,0,Female,1163,40,6541.875,swamp,Wyrm
6621,4,2,Male,559,390,3144.375,cave,Dragon
6622,0,0,Female,1018,43,5726.25,swamp,Wyrm
6623,4,4,Male,540,471,3037.5,cave,Dragon
6624,0,0,Female,1351,47,7599.375,cave,Wyrm
6625,0,0,Male,852,47,4792.5,swamp,Wyrm
6626,4,0,Female,751,60,4224.375,air,Serpent
6627,4,4,Female,513,498,2885.625,volcanoes,Dragon
6628,2,2,Female,223,150,1254.375,cave,Drake
6629,0,0,Male,1130,58,6356.25,swamp,Wyrm
6630,4,6,Female,807,472,4539.375,volcanoes,Dragon
6631,2,2,Female,220,118,1237.5,desert,Drake
6632,2,2,Male,353,182,1985.625,volcanoes,Wyvern
6633,0,0,Female,985,43,5540.625,cave,Wyrm
6634,4,2,Male,196,131,1102.5,cave,Drake
6635,4,2,Female,240,135,1350.0,desert,Drake
6636,4,2,Male,704,81,3960.0,air,Flying Serpent
6637,4,2,Female,245,161,1378.125,woods,Drake
6638,2,2,Female,254,121,1428.75,cave,Drake
6639,2,2,Male,263,153,1479.375,volcanoes,Wyvern
6640,2,2,Male,199,118,1119.375,volcanoes,Drake
6641,4,6,Female,714,399,4016.25,cave,Dragon
6642,2,2,Female,259,118,1456.875,volcanoes,Drake
6643,2,2,Male,207,185,1164.375,volcanoes,Wyvern
6644,2,4,Female,431,206,2424.375,volcanoes,Wyvern
6645,2,2,Female,242,147,1361.25,woods,Drake
6646,4,0,Female,735,73,4134.375,water,Serpent
6647,0,0,Female,1140,46,6412.5,swamp,Wyrm
6648,2,2,Male,240,135,1350.0,volcanoes,Wyvern
6649,4,6,Female,808,528,4545.0,volcanoes,Dragon
6650,4,2,Female,571,311,3211.875,volcanoes,Dragon
6651,4,6,Male,522,570,2936.25,mountain,Dragon
6652,2,2,Female,233,164,1310.625,air,Drake
6653,4,6,Female,575,491,3234.375,mountain,Dragon
6654,0,0,Male,929,58,5225.625,cave,Wyrm
6655,4,2,Female,721,500,4055.625,cave,Dragon
6656,4,2,Female,794,65,4466.25,air,Flying Serpent
6657,4,2,Male,817,80,4595.625,air,Flying Serpent
6658,4,2,Male,204,122,1147.5,desert,Drake
6659,4,2,Female,1064,72,5985.0,air,Flying Serpent
6660,4,2,Male,739,95,4156.875,air,Flying Serpent
6661,2,4,Female,275,224,1546.875,volcanoes,Wyvern
6662,2,2,Female,262,110,1473.75,cave,Drake
6663,0,0,Female,981,46,5518.125,swamp,Wyrm
6664,0,0,Female,1282,45,7211.25,cave,Wyrm
6665,4,2,Female,634,492,3566.25,volcanoes,Dragon
6666,0,0,Male,1179,48,6631.875,cave,Wyrm
6667,4,2,Female,225,145,1265.625,cave,Drake
6668,4,2,Male,208,114,1170.0,cave,Drake
6669,4,2,Female,962,81,5411.25,air,Flying Serpent
6670,4,0,Male,632,71,3555.0,air,Serpent
6671,0,0,Female,1079,40,6069.375,swamp,Wyrm
6672,4,2,Male,405,398,2278.125,mountain,Dragon
6673,4,4,Female,542,291,3048.75,mountain,Dragon
6674,2,2,Female,250,138,1406.25,woods,Drake
6675,2,4,Female,577,229,3245.625,volcanoes,Wyvern
6676,4,0,Female,779,71,4381.875,water,Serpent
6677,4,0,Male,925,77,5203.125,water,Serpent
6678,4,0,Male,935,67,5259.375,water,Serpent
6679,2,2,Male,296,135,1665.0,volcanoes,Wyvern
6680,4,6,Male,507,262,2851.875,cave,Dragon
6681,4,2,Female,858,68,4826.25,air,Flying Serpent
6682,4,2,Female,1089,80,6125.625,air,Flying Serpent
6683,4,4,Female,515,307,2896.875,mountain,Dragon
6684,0,0,Male,1054,63,5928.75,cave,Wyrm
6685,4,2,Male,195,148,1096.875,mountain,Drake
6686,4,4,Male,584,541,3285.0,cave,Dragon
6687,2,4,Male,244,159,1372.5,volcanoes,Wyvern
6688,2,4,Female,476,151,2677.5,volcanoes,Wyvern
6689,2,4,Female,461,176,2593.125,volcanoes,Wyvern
6690,4,2,Female,1083,76,6091.875,air,Flying Serpent
6691,2,4,Female,362,236,2036.25,volcanoes,Wyvern
6692,4,0,Female,830,62,4668.75,water,Serpent
6693,2,2,Male,321,202,1805.625,volcanoes,Wyvern
6694,4,2,Male,898,85,5051.25,air,Flying Serpent
6695,4,6,Female,569,425,3200.625,volcanoes,Dragon
6696,4,4,Male,414,352,2328.75,cave,Dragon
6697,0,0,Male,1000,54,5625.0,cave,Wyrm
6698,4,4,Male,519,594,2919.375,volcanoes,Dragon
6699,2,4,Female,296,236,1665.0,volcanoes,Wyvern
6700,0,0,Female,1229,42,6913.125,swamp,Wyrm
6701,0,0,Male,1013,55,5698.125,cave,Wyrm
6702,4,4,Male,466,240,2621.25,volcanoes,Dragon
6703,0,0,Female,1252,35,7042.5,cave,Wyrm
6704,0,0,Male,1058,61,5951.25,cave,Wyrm
6705,0,0,Male,1093,54,6148.125,cave,Wyrm
6706,4,0,Male,862,77,4848.75,water,Serpent
6707,4,4,Female,706,382,3971.25,volcanoes,Dragon
6708,2,2,Male,208,99,1170.0,air,Drake
6709,0,0,Male,842,63,4736.25,cave,Wyrm
6710,2,2,Female,536,253,3015.0,volcanoes,Wyvern
6711,0,0,Male,928,54,5220.0,cave,Wyrm
6712,4,2,Female,550,499,3093.75,cave,Dragon
6713,4,2,Male,203,148,1141.875,desert,Drake
6714,2,2,Male,181,135,1018.125,mountain,Drake
6715,4,2,Male,179,106,1006.875,air,Drake
6716,4,4,Female,729,447,4100.625,mountain,Dragon
6717,4,6,Male,441,207,2480.625,mountain,Dragon
6718,4,2,Female,859,84,4831.875,air,Flying Serpent
6719,4,2,Female,710,80,3993.75,air,Flying Serpent
6720,4,2,Male,768,82,4320.0,air,Flying Serpent
6721,0,0,Male,1067,63,6001.875,cave,Wyrm
6722,4,4,Male,542,418,3048.75,volcanoes,Dragon
6723,4,2,Female,696,71,3915.0,air,Flying Serpent
6724,4,2,Male,596,456,3352.5,cave,Dragon
6725,4,4,Female,663,408,3729.375,cave,Dragon
6726,4,0,Female,952,67,5355.0,water,Serpent
6727,4,0,Male,1030,75,5793.75,water,Serpent
6728,0,0,Female,1022,42,5748.75,swamp,Wyrm
6729,4,6,Female,573,270,3223.125,mountain,Dragon
6730,0,0,Female,1047,44,5889.375,swamp,Wyrm
6731,2,2,Female,235,164,1321.875,mountain,Drake
6732,2,2,Male,222,128,1248.75,cave,Drake
6733,0,0,Female,1272,37,7155.0,swamp,Wyrm
6734,4,2,Male,452,322,2542.5,mountain,Dragon
6735,2,2,Female,248,121,1395.0,volcanoes,Drake
6736,4,0,Female,814,55,4578.75,water,Serpent
6737,4,2,Male,724,96,4072.5,air,Flying Serpent
6738,4,0,Female,891,60,5011.875,air,Serpent
6739,0,0,Male,908,52,5107.5,swamp,Wyrm
6740,0,0,Male,1115,48,6271.875,cave,Wyrm
6741,2,2,Male,324,192,1822.5,volcanoes,Wyvern
6742,4,0,Female,885,68,4978.125,air,Serpent
6743,2,2,Female,335,276,1884.375,volcanoes,Wyvern
6744,2,4,Female,474,193,2666.25,volcanoes,Wyvern
6745,4,0,Female,947,58,5326.875,water,Serpent
6746,2,2,Male,214,134,1203.75,mountain,Drake
6747,4,2,Male,526,530,2958.75,volcanoes,Dragon
6748,2,4,Female,563,151,3166.875,volcanoes,Wyvern
6749,4,0,Female,793,61,4460.625,air,Serpent
6750,2,2,Female,215,172,1209.375,mountain,Drake
6751,2,2,Female,254,147,1428.75,desert,Drake
6752,4,2,Female,654,305,3678.75,volcanoes,Dragon
6753,4,0,Male,991,76,5574.375,air,Serpent
6754,4,2,Male,541,303,3043.125,cave,Dragon
6755,4,4,Male,402,335,2261.25,volcanoes,Dragon
6756,2,4,Male,378,171,2126.25,volcanoes,Wyvern
6757,4,2,Female,980,70,5512.5,air,Flying Serpent
6758,4,2,Female,856,72,4815.0,air,Flying Serpent
6759,4,2,Female,217,112,1220.625,desert,Drake
6760,4,2,Male,180,109,1012.5,air,Drake
6761,4,0,Female,862,52,4848.75,air,Serpent
6762,4,0,Female,866,51,4871.25,air,Serpent
6763,0,0,Male,1122,60,6311.25,swamp,Wyrm
6764,2,4,Female,283,285,1591.875,volcanoes,Wyvern
6765,4,0,Female,1009,50,5675.625,air,Serpent
6766,2,2,Female,223,115,1254.375,cave,Drake
6767,2,2,Female,252,118,1417.5,air,Drake
6768,4,2,Female,551,314,3099.375,mountain,Dragon
6769,4,4,Female,637,296,3583.125,volcanoes,Dragon
6770,0,0,Female,1248,41,7020.0,swamp,Wyrm
6771,2,2,Female,262,168,1473.75,cave,Drake
6772,4,2,Male,214,118,1203.75,desert,Drake
6773,0,0,Female,1259,45,7081.875,swamp,Wyrm
6774,4,2,Female,1033,75,5810.625,air,Flying Serpent
6775,2,4,Female,370,291,2081.25,volcanoes,Wyvern
6776,4,2,Female,840,80,4725.0,air,Flying Serpent
6777,4,2,Male,755,92,4246.875,air,Flying Serpent
6778,4,2,Male,408,472,2295.0,mountain,Dragon
6779,4,2,Female,1026,77,5771.25,air,Flying Serpent
6780,4,2,Female,591,382,3324.375,volcanoes,Dragon
6781,0,0,Female,1025,39,5765.625,swamp,Wyrm
6782,2,2,Female,259,133,1456.875,air,Drake
6783,4,2,Male,559,555,3144.375,mountain,Dragon
6784,4,2,Male,712,95,4005.0,air,Flying Serpent
6785,4,2,Male,684,85,3847.5,air,Flying Serpent
6786,4,2,Male,740,81,4162.5,air,Flying Serpent
6787,4,0,Male,811,67,4561.875,water,Serpent
6788,4,2,Female,501,341,2818.125,volcanoes,Dragon
6789,4,2,Male,644,82,3622.5,air,Flying Serpent
6790,4,4,Female,734,415,4128.75,volcanoes,Dragon
6791,4,2,Female,225,145,1265.625,woods,Drake
6792,0,0,Male,1213,52,6823.125,swamp,Wyrm
6793,4,0,Female,1109,73,6238.125,water,Serpent
6794,4,2,Female,508,312,2857.5,volcanoes,Dragon
6795,2,4,Male,243,186,1366.875,volcanoes,Wyvern
6796,4,2,Male,513,340,2885.625,volcanoes,Dragon
6797,0,0,Female,981,41,5518.125,cave,Wyrm
6798,4,2,Female,726,432,4083.75,cave,Dragon
6799,2,4,Male,302,183,1698.75,volcanoes,Wyvern
6800,4,2,Male,189,117,1063.125,cave,Drake
6801,2,2,Male,279,198,1569.375,volcanoes,Wyvern
6802,0,0,Female,1037,37,5833.125,swamp,Wyrm
6803,4,2,Female,259,144,1456.875,volcanoes,Drake
6804,4,2,Male,919,77,5169.375,air,Flying Serpent
6805,4,4,Male,509,307,2863.125,cave,Dragon
6806,4,2,Female,942,79,5298.75,air,Flying Serpent
6807,2,2,Male,209,92,1175.625,cave,Drake
6808,4,2,Female,751,66,4224.375,air,Flying Serpent
6809,0,0,Female,1194,46,6716.25,cave,Wyrm
6810,4,4,Male,536,341,3015.0,volcanoes,Dragon
6811,4,4,Female,506,509,2846.25,mountain,Dragon
6812,4,2,Male,814,99,4578.75,air,Flying Serpent
6813,4,0,Male,750,74,4218.75,water,Serpent
6814,4,6,Male,490,408,2756.25,mountain,Dragon
6815,4,2,Female,222,132,1248.75,woods,Drake
6816,4,2,Male,677,98,3808.125,air,Flying Serpent
6817,0,0,Female,1159,45,6519.375,swamp,Wyrm
6818,4,2,Female,621,490,3493.125,mountain,Dragon
6819,4,0,Male,801,73,4505.625,air,Serpent
6820,4,0,Male,681,76,3830.625,air,Serpent
6821,4,4,Female,742,267,4173.75,volcanoes,Dragon
6822,4,2,Female,716,275,4027.5,cave,Dragon
6823,2,2,Female,255,121,1434.375,desert,Drake
6824,4,2,Male,200,102,1125.0,air,Drake
6825,4,4,Male,432,443,2430.0,cave,Dragon
6826,4,2,Female,736,550,4140.0,mountain,Dragon
6827,4,2,Male,900,87,5062.5,air,Flying Serpent
6828,4,2,Female,702,80,3948.75,air,Flying Serpent
6829,4,6,Female,614,417,3453.75,cave,Dragon
6830,4,2,Female,246,166,1383.75,volcanoes,Drake
6831,0,0,Female,1219,44,6856.875,cave,Wyrm
6832,0,0,Male,826,55,4646.25,cave,Wyrm
6833,4,4,Male,503,451,2829.375,volcanoes,Dragon
6834,4,0,Female,926,60,5208.75,air,Serpent
6835,4,2,Male,207,105,1164.375,volcanoes,Drake
6836,4,4,Female,689,319,3875.625,cave,Dragon
6837,4,6,Female,763,409,4291.875,cave,Dragon
